t=2016-04-14_02.26.37

l38,1=0,0,0,0,0,0,0,0,4,0,0,30,33,44,0,36,44,0,0,41,42,53,68,0,0,0,0,0,0,0,0,0,0,0,0,76,74,72,0,42
l39,1=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,42,38,50,69,0,0,0,0,0,0,0,0,0,0,0,0,61,63,72,64,0

l0,2=0,86,84,81,77,83,65,0,20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l1,2=86,0,87,86,80,92,81,78,61,77,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2,2=86,87,0,81,82,96,94,91,0,87,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3,2=85,85,81,0,80,85,37,52,22,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l4,2=81,80,81,80,0,81,78,63,56,78,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l5,2=82,86,87,80,78,0,82,80,70,78,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l6,2=49,86,89,45,73,86,0,68,44,71,84,36,36,41,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l7,2=0,65,80,45,46,82,72,0,73,85,87,39,0,49,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l8,2=0,39,0,7,38,61,42,66,0,85,69,55,0,73,0,36,40,50,0,0,0,47,31,8,46,35,0,0,0,0,0,0,0,0,0,0,0,0,38,0
l9,2=46,53,72,10,63,71,52,76,74,0,85,46,36,74,1,34,25,42,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l10,2=0,67,67,51,47,74,86,86,73,86,0,51,0,65,0,25,0,17,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l11,2=0,0,0,0,0,0,28,16,50,56,49,0,76,78,71,52,48,80,0,38,37,41,35,43,32,0,0,0,0,0,0,0,0,0,0,42,54,0,31,39
l12,2=0,0,0,0,0,0,36,0,0,45,0,84,0,56,78,47,57,83,0,0,0,40,6,75,84,67,0,0,0,0,0,0,0,0,0,0,0,0,46,0
l13,2=0,0,0,0,0,0,13,29,67,73,63,76,53,0,53,37,50,63,25,27,14,38,27,50,51,30,0,0,0,0,0,0,0,0,0,0,0,0,53,0
l14,2=0,0,0,0,0,0,0,0,0,6,0,67,79,53,0,32,57,63,0,0,9,0,0,83,66,58,0,0,0,0,0,0,0,34,0,0,0,0,48,0
l15,2=0,0,0,0,0,0,30,39,56,60,38,92,76,60,60,0,37,67,0,18,53,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,38,0,49,0
l16,2=0,0,0,0,0,0,0,0,48,33,0,58,59,53,71,26,0,70,0,2,56,52,59,36,57,48,0,0,0,0,0,0,0,21,0,61,60,47,56,59
l17,2=0,0,0,0,0,0,0,0,48,26,2,84,79,59,70,49,65,0,0,6,49,0,38,64,68,0,0,0,0,0,0,0,0,23,0,0,60,0,53,0
l18,2=0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,70,10,59,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l19,2=0,0,0,0,0,0,0,0,0,0,0,5,9,39,0,6,1,2,54,0,72,4,66,0,0,0,0,0,0,35,0,41,0,0,0,0,68,0,61,68
l20,2=0,0,0,0,0,0,0,0,0,0,0,21,0,44,0,36,59,50,12,75,0,64,62,0,2,0,0,0,0,0,0,0,0,0,21,73,75,60,70,71
l21,2=0,0,0,0,0,0,0,0,50,32,0,47,41,50,1,0,57,7,45,12,80,0,66,0,0,0,0,0,0,0,0,0,0,26,0,72,66,70,71,70
l22,2=0,0,0,0,0,0,0,0,40,0,0,43,36,43,0,0,58,47,35,78,73,65,0,0,0,0,0,0,0,31,0,0,0,0,0,70,76,57,57,72
l23,2=0,0,0,0,0,0,0,0,0,0,15,9,73,56,79,0,16,61,0,0,0,0,0,0,78,60,0,0,0,0,0,0,0,0,41,0,0,0,0,0
l24,2=0,0,0,0,0,0,0,0,50,0,0,35,75,60,74,46,55,72,0,0,17,0,0,81,0,67,0,0,0,0,0,0,17,37,29,0,44,0,6,0
l25,2=0,0,0,0,0,0,0,0,44,0,0,0,71,45,72,0,52,21,0,0,0,0,0,72,72,0,45,0,0,0,0,57,53,56,54,0,0,0,0,0
l26,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,17,84,84,83,69,64,60,60,0,0,0,0,0
l27,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,85,87,90,69,69,49,66,0,0,0,0,0
l28,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,0,1,0,0,0,84,89,0,88,89,69,56,65,59,0,0,0,0,0
l29,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,47,0,0,0,80,87,85,0,81,65,63,0,3,0,0,0,0,0
l30,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,90,84,85,0,63,64,60,49,0,0,0,0,0
l31,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,50,80,62,72,65,31,0,72,63,72,0,0,0,0,0
l32,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,73,26,32,60,47,70,0,66,90,0,0,0,0,0
l33,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,15,20,0,0,0,21,0,6,27,62,71,21,70,0,36,66,68,0,69,0,0,0,0,0
l34,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,33,26,53,69,23,66,25,31,68,75,70,0,0,0,0,0,0
l35,2=0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,45,0,0,0,58,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,80,68,74,67
l36,2=0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,13,52,52,0,57,75,45,61,0,27,0,0,0,0,0,0,0,0,0,0,76,0,73,74,61
l37,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,53,58,43,0,0,0,0,0,0,0,0,0,0,0,0,76,81,0,73,74
l38,2=0,0,0,0,0,0,0,0,30,0,0,4,36,60,48,18,52,43,0,70,80,63,53,0,0,0,0,0,0,0,0,0,0,0,0,76,82,69,0,74
l39,2=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,66,73,58,54,0,0,0,0,0,0,0,0,0,0,0,0,68,70,64,63,0

l0,3=0,88,85,79,85,88,0,39,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l1,3=87,0,88,86,84,95,90,77,65,77,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2,3=87,88,0,83,85,95,94,86,73,77,82,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3,3=79,88,85,0,77,85,84,0,66,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l4,3=87,86,88,46,0,90,51,0,36,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l5,3=87,89,92,85,85,0,90,83,84,79,81,44,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l6,3=0,88,93,83,71,90,0,79,82,76,85,72,73,60,0,70,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l7,3=66,85,87,0,0,88,88,0,84,80,89,0,2,80,0,78,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l8,3=0,34,30,33,33,47,42,81,0,82,81,53,21,82,0,81,34,35,0,0,0,46,39,8,37,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0
l9,3=36,39,39,26,44,43,50,78,88,0,89,36,28,82,27,31,0,0,0,0,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l10,3=0,35,88,36,0,83,90,91,84,85,0,36,24,81,24,20,0,0,0,5,0,0,0,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
l11,3=0,0,0,0,0,35,45,0,73,43,37,0,84,87,84,92,27,86,0,30,30,36,44,41,73,14,0,0,0,0,0,0,0,0,0,0,46,28,74,0
l12,3=0,0,0,0,0,0,33,0,23,25,2,90,0,40,95,89,32,93,0,32,0,39,37,81,94,88,0,0,0,0,0,0,0,11,0,25,0,0,32,0
l13,3=0,0,33,0,0,39,15,34,88,80,42,86,36,0,4,72,31,35,29,5,31,36,38,36,30,26,0,0,0,0,0,0,0,0,0,0,0,0,28,0
l14,3=0,0,0,0,0,0,0,0,0,36,32,92,95,30,0,25,35,24,0,0,33,0,32,91,93,42,0,0,0,0,0,0,0,33,2,0,0,0,34,0
l15,3=0,0,0,0,0,0,35,38,80,59,19,95,86,83,31,0,79,77,0,28,38,5,0,40,83,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20
l16,3=0,0,0,0,0,0,33,24,29,0,0,21,33,34,81,30,0,82,31,39,76,70,79,35,37,30,0,0,0,0,0,0,0,29,0,23,45,44,34,34
l17,3=0,0,0,0,0,0,0,0,65,0,0,90,95,82,24,80,88,0,0,0,67,38,37,45,83,0,0,0,0,0,0,0,0,5,0,23,73,0,51,24
l18,3=0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,73,0,0,80,0,66,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l19,3=0,0,0,0,0,0,0,0,0,0,0,7,42,29,0,21,56,0,70,0,84,84,95,0,0,0,50,0,1,62,0,29,0,0,0,70,83,14,84,41
l20,3=0,0,0,0,0,0,0,0,0,46,0,45,0,60,58,69,87,73,0,90,0,91,93,0,54,0,15,0,0,0,0,0,0,0,0,83,87,88,89,86
l21,3=0,0,0,0,0,0,0,0,71,46,0,66,58,69,0,15,88,62,73,88,86,0,92,0,0,0,7,0,0,0,0,0,0,41,0,68,82,85,88,77
l22,3=0,0,0,0,0,0,0,0,49,0,0,56,47,68,18,0,88,34,54,97,91,91,0,0,0,0,0,0,0,45,0,0,0,0,0,88,76,90,55,87
l23,3=0,0,0,0,0,0,0,0,6,0,2,34,87,35,92,27,29,27,0,0,0,0,0,0,94,84,0,0,0,0,0,7,0,0,0,0,0,0,0,0
l24,3=0,0,0,0,0,0,0,0,31,0,0,40,95,34,93,84,31,80,0,0,33,0,0,91,0,89,0,0,0,0,0,0,0,41,0,0,37,0,29,0
l25,3=0,0,0,0,0,0,0,0,18,0,0,8,91,33,77,0,30,0,0,0,0,0,0,87,86,0,10,0,0,2,0,36,38,56,42,0,0,0,0,0
l26,3=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,35,0,11,0,0,20,0,67,97,91,93,94,87,69,83,0,0,0,0,0
l27,3=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,97,95,99,93,89,0,0,0,0,0,0,0
l28,3=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,94,99,0,95,94,94,86,84,82,0,0,0,0,0
l29,3=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,68,0,0,0,93,99,97,0,87,81,81,65,70,0,0,0,0,0
l30,3=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,99,93,90,0,78,86,71,0,0,0,0,0,0
l31,3=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,64,0,68,93,69,82,66,62,0,96,92,97,0,0,0,0,0
l32,3=0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,80,86,80,82,79,77,97,0,91,97,0,0,0,0,0
l33,3=0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,46,0,0,0,0,26,0,0,84,88,61,0,83,62,43,92,90,0,93,0,0,0,0,0
l34,3=0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,40,0,0,30,0,85,80,5,79,73,20,96,96,94,0,0,0,0,0,0
l35,3=0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6,0,0,51,58,51,71,0,0,0,0,0,0,0,0,0,0,0,0,0,86,88,89,84
l36,3=0,0,0,0,0,0,0,0,0,0,0,47,0,12,0,0,57,55,0,71,75,72,52,0,31,0,0,0,0,0,0,0,0,0,0,89,0,86,89,73
l37,3=0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,61,0,0,20,81,68,75,0,0,0,0,0,0,0,0,0,0,0,0,88,86,0,83,84
l38,3=0,0,0,0,0,0,0,0,10,0,0,65,51,66,74,65,65,54,0,75,85,75,40,0,34,0,0,0,0,0,0,0,0,0,0,90,89,79,0,82
l39,3=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,75,67,76,0,0,0,0,0,0,0,0,0,0,0,0,89,80,90,89,0

l0,4=0,86,80,88,89,84,0,28,75,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l1,4=88,0,86,91,92,91,95,76,78,82,87,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2,4=77,81,0,87,91,94,95,79,77,83,88,0,0,81,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3,4=88,86,84,0,86,85,88,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
